source,target,relation,directed,n_cit,category,n_docs_src,n_docs_tgt,evidence
existing geomorphology,lateral distribution of MTDs,impacts,True,2,A_direct,25,31,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""from Romero, 2009 Other anticline axis projected from Romero, 2009 Southern downdip anticline SFZ and updip thrusts projected from Romero, 2009 SFZ and updip thrusts projected from Romero, 2009 Uncertain interpretation Pre-existing CLC ? Pre-C1MTCs in southern syncline Pre C1 MTCs in northern syncli""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""both en echelon tensile failures and through-going strike-slip faults. Considering the inﬂuence of rheology on structural development, this division of structural style could be used to differentiate areas of contrasting rheology. Alternatively, the differing structural styles may be a consequence o""}, {""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_sentence"", ""snip"": ""MTDs are characterized by apparent geomorphology and sedimentary structures.""}]"
plowing effect on underlying material,BS strong amplitude,impacts,True,0,A_or_B_same_chunk,21,30,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""due to a realignment of the maximum compressive stress, causing different rates of displacement across the width of the MTC toe (Frey Martinez et al., 2006). Prior et al. (1984) sug- gested that the development of pressure ridges may progress through a combination of ‘stopping’ forces and resistance""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""failed material moves over the basal shear surface, or indeed, a combination of these two factors may be critical (Strachan, 2002a; Frey Martinez et al., 2005). Strachan (2002a) postulated that pre-existing weaknesses in the basal shear surface, caused by original deposition of the sediments, may be""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""often observed from near the headwall regions of MTCs (Solheim et al., 2005; Fig. 7A, C), or where translation of material across the basal shear surface is limited (Frey Martinez et al., 2005). In this context, the basal shear surface propagates downwards to link with a deeper weak layer. The basal""}]"
remobilization,thickness variation,impacts,True,0,A_or_B_same_chunk,5,31,"[{""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""12 for location. A.T. Reis et al. / Marine and Petroleum Geology 75 (2016) 29e52 44 Miocene e gravity tectonics and mass wasting (Figs. 3, 4 and 18). Unfortunately, however, the available chronostratigraphic database does not provide sufﬁcient accurate age data to enable us to determine the precise ""}]"
presence of preserved blocks,transparent facies distribution,impacts,True,0,A_direct,30,25,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""3.—A) Strike-oriented seismic profile that shows chaotic seismic facies from multiple MTD surface and subsurface slide blocks from the Middle Canyon mouth and downslope across the Beringian MTD sheet (see location in Figure 1).""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Heterogeneous, Blocky Mass-Transport Deposits (BES-100, Southeast Brazil) Root-mean-square amplitude data computed with- in an interval 40–50 ms above the base of an MTD from southeast Brazil (Block BES-100, Espírito Santo Basin) show remnant and rafted blocks in between chaotic to transparent debri""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""MTD from southeast Brazil (Block BES-100, Espírito Santo Basin) show remnant and rafted blocks in between chaotic to transparent debrites (Figures 2B, 12).""}]"
post deposition regional deformation,deformed facies distribution,impacts,True,0,A_or_B_same_chunk,25,31,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""AND PANTIN, H.M., 1986, Self-accelerating tur- bidity currents: Journal of Fluid Mechanics, v. 171, p. 145–181. PASSCHIER, S., O’BRIEN, P.E., DAMUTH, J.E., JANUSCZAK, N., HANDWERGER, D.D., AND WHITEHEAD, J.M., 2003, Pliocene–Pleistocene glaciomarine sedimentation in eastern Prydz Bay and development""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""boundary, correlated with a continuous, undeformed lower reﬂection which also forms the basal shear surface (Fig. 11A, B). Internally, continuous seismic reﬂections have been deformed into a series of convex upward, disharmonic folds which also appear to be affected by brittle discontinuities. The s""}]"
sedimentation rate and type,HS downslope evolution,impacts,True,1,B_distributed,28,5,[]
sedimentation rate and type,MTD proportion in sedimentary pile,impacts,True,0,A_direct,28,26,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport complexes asmarkers of deep- water fold-and-thrust belt evolution: insights from the southern Magdalena fan, offshore Colombia Andrea Ortiz-Karpf,* David M. Hodgson,* Christopher A.-L. Jackson† and William D. McCaffrey* *School of Earth and Environment, University of Leeds, Leeds, UK ""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""et al., 1997; Maslin and Mikkelsen, 1997; Pirmez and Imran, 2003; Maslin et al., 2005). However, the Up- per Cretaceous to Quaternary stratigraphic section of the basin also glides along multiple d�ecollements in a linked extensional- compressional system (Cobbold et al., 2004; Silva et al., 2009; R""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""the Amap�a Megaslide and the Par�a-Maranh~ao Megaslide, occur as stacks of large-scale and thick mass-transport deposits (individual thicknesses of up to 1000 m). As the megaslides are located along portions of the steep continental slope of the basin, and under sedimentation rates considerably lowe""}]"
subsidence/uplift,vertical distribution of MTDs,impacts,True,1,A_or_B_same_chunk,20,35,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""northern Sin�u fold belts; Fig. 1b). The Magdalena Fan, which is believed to have been active since the Late Miocene (Duque-Caro, 1979, 1984; Kolla & Bufﬂer, 1984; Breen, 1989; Romero-Otero, 2009), is located in a relatively undeformed area between the fold belts, extending off- shore into the Colom""}, {""doc"": ""Chinese J of Geophysics - 2013 - WU - Analysis on Seismic Characteristics and Triggering Mechanisms of Mass Transport"", ""tier"": ""same_chunk"", ""snip"": ""increase of the slope angle, the width of slope decreases gradually[14]. The northern slope and the southern slope are separated by the central channel and the northernmost islands of Xisha Islands, and the slope is of NN-E trend in the southwest changing gradually into NE in the northwest. The deve""}, {""doc"": ""Giacomo Dalla Valle"", ""tier"": ""same_chunk"", ""snip"": ""emplacement. In this study, following Helland-Hansen and Hampson (2009), the rollover point trajectories is termed as as- cending, ﬂat, or descending. Assuming limited variations in the amount of sediment and in the rate of subsidence along the margin, an ascending trajectory can correlate with rela""}]"
evaporite deformation & mud volcanism,BS median slope,impacts,True,1,A_or_B_same_chunk,14,36,"[{""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""Turbidite system architecture and sedimentary processes along topographically complex slopes: the Makran convergent margin JULIEN BOURGET*,1, SEBASTIEN ZARAGOSI*, NADINE ELLOUZ-ZIMMERMANN�, NICOLAS MOUCHOT�, THIERRY GARLAN§, JEAN-LUC SCHNEIDER*, VALENTINE LANFUMEY– and SIGFRIED LALLEMANT� *Universit""}, {""doc"": ""Ian R. Clark, Joseph A. Cartwright"", ""tier"": ""same_chunk"", ""snip"": ""erosion at the end of the Messinian Salinity Crisis: evidence from the Levant basin, eastern Mediterranean. Basin Research 19, 1–18. Bertoni, C., Cartwright, J.A., 2006. Controls on the basinwide architecture of late Miocene (Messinian) evaporites on the Levant margin (Eastern Mediterranean). Sedime""}, {""doc"": ""1-s2.0-S0025322713000571-main"", ""tier"": ""same_chunk"", ""snip"": ""failure, which occurs when downslope-directed shear stress exceed the shear strength of seaﬂoor sediment (Varnes, 1978; Richardson et al., 2011), mass-wasting processes involve the transport of sediment over a basal shear surface (Lucente and Pini, 2003) or gliding plane (Gee et al., 2005). Once fai""}]"
evaporite deformation & mud volcanism,US median slope,impacts,True,1,A_direct,14,36,"[{""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""Turbidite system architecture and sedimentary processes along topographically complex slopes: the Makran convergent margin JULIEN BOURGET*,1, SEBASTIEN ZARAGOSI*, NADINE ELLOUZ-ZIMMERMANN�, NICOLAS MOUCHOT�, THIERRY GARLAN§, JEAN-LUC SCHNEIDER*, VALENTINE LANFUMEY– and SIGFRIED LALLEMANT� *Universit""}, {""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""large failures of the shelf edge and/or upper slope ﬁne-grained sediments, occasionally reach the centre of the Oman basin during the Late Holocene highstand conditions. The resulting FA-3 beds are mostly composed of thick Te muds, and the silt/sand bases (Tc-d) are typically millimetre to decimetre""}, {""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""relationships between margin-scale structural organization (along-strike variability, location of the triple-junction area), physiography (distribu- tion, relief and extension of the drainage basins, submarine slope gradients and morphology) and their impact on deep-water sedimentation at both turbi""}]"
existing geomorphology,BS ramps,impacts,True,1,A_direct,25,27,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""basin analysis has been highlighted in a number of recent reviews (Cartwright and Huuse, 2005; Cartwright, 2007; Posamentier et al., 2007). Commercial interest in deep water settings and the resultant increasing avail- ability of industrially acquired 3D seismic surveys has been a major factor in ou""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_sentence"", ""snip"": ""Strachan (2002a) postulated that pre-existing weaknesses in the basal shear surface, caused by original deposition of the sediments, may be exploited by localised erosion by the translating failed mass, and that localised down-cutting may indicate a change from easy- slip along the basal shear surfa""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_sentence"", ""snip"": ""Strachan (2002a) postulated that pre-existing weaknesses in the basal shear surface, caused by original deposition of the sediments, may be exploited by localised erosion by the translating failed mass, and that localised down-cutting may indicate a change from easy- slip along the basal shear surfa""}]"
flow direction,BS ramps,impacts,True,4,A_direct,35,27,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""(Fig. 5e). To the NE, S5 thins and pinches-out against the underlying channel– levee complex set and is erosionally truncated by S6 (Figs 6a and 8a). To the east, it thins against the SDA where it is folded and faulted (Fig. 7a, b). S5 has an irreg- ular top that is overlain and locally eroded by ch""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""the southern and central regions (Figs 5f and 8d); although an erosion surface can locally be observed between MTC S6 and MTC C1 (Fig. 5), it is not consistently traceable, meaning it is possible that S6 is part of C1 (Fig. 6a). To the SW, S6 thins and pinches-out against relief developed along the ""}]"
